Date,Open,High,Low,Close,Adj Close,Volume
2015/6/12,2.31,2.33,2.3,2.31,2.31,4557600
2015/6/15,2.32,2.35,2.29,2.32,2.32,8627800
2015/6/16,2.32,2.37,2.32,2.35,2.35,9795000
2015/6/17,2.37,2.54,2.35,2.47,2.47,27497900
2015/6/18,2.5,2.59,2.48,2.52,2.52,25400200
2015/6/19,2.53,2.59,2.46,2.58,2.58,25551700
2015/6/22,2.61,2.67,2.58,2.62,2.62,19410100
2015/6/23,2.62,2.64,2.55,2.61,2.61,17919600
2015/6/24,2.6,2.66,2.57,2.62,2.62,17516700
2015/6/25,2.62,2.66,2.57,2.58,2.58,18360200
2015/6/26,2.54,2.55,2.37,2.47,2.47,97054200
2015/6/29,2.41,2.42,2.31,2.34,2.34,22971500
2015/6/30,2.43,2.43,2.35,2.4,2.4,19381300
2015/7/1,2.47,2.48,2.36,2.42,2.42,19375000
2015/7/2,2.43,2.63,2.39,2.53,2.53,31185900
2015/7/6,2.46,2.54,2.44,2.47,2.47,20349400
2015/7/7,2.04,2.14,2.02,2.09,2.09,46418700
2015/7/8,2.07,2.07,2.01,2.01,2.01,15302900
2015/7/9,2.04,2.06,1.93,1.98,1.98,23378200
2015/7/10,2,2.03,1.95,1.96,1.96,17520800
2015/7/13,1.97,1.99,1.95,1.96,1.96,9080900
2015/7/14,2.03,2.06,1.97,2.05,2.05,15812300
2015/7/15,2.07,2.09,1.95,1.96,1.96,13517800
2015/7/16,1.97,2,1.87,1.87,1.87,20653300
2015/7/17,1.87,1.9,1.74,1.79,1.79,28127100
2015/7/20,1.82,1.84,1.77,1.8,1.8,12142400
2015/7/21,1.82,1.83,1.78,1.8,1.8,15034500
2015/7/22,1.8,1.81,1.76,1.79,1.79,16043400
2015/7/23,1.8,1.81,1.75,1.76,1.76,10641900
2015/7/24,1.76,1.77,1.65,1.67,1.67,16478400
2015/7/27,1.67,1.7,1.61,1.62,1.62,11916500
2015/7/28,1.62,1.77,1.62,1.77,1.77,14614600
2015/7/29,1.77,1.99,1.76,1.96,1.96,25582200
2015/7/30,1.94,1.99,1.88,1.93,1.93,15837400
2015/7/31,1.94,1.99,1.92,1.93,1.93,7733700
2015/8/3,1.93,2.2,1.9,2.2,2.2,26218200
2015/8/4,2.18,2.18,2.05,2.13,2.13,14328400
2015/8/5,2.11,2.21,2.1,2.16,2.16,13236000
2015/8/6,2.15,2.17,2.1,2.11,2.11,9475000
2015/8/7,2.1,2.14,2.06,2.09,2.09,7680800
2015/8/10,1.92,1.98,1.82,1.93,1.93,29926200
2015/8/11,1.91,1.93,1.88,1.9,1.9,7453700
2015/8/12,1.88,1.93,1.84,1.9,1.9,8521200
2015/8/13,1.9,1.91,1.79,1.79,1.79,7839700
2015/8/14,1.8,1.85,1.79,1.84,1.84,6182100
2015/8/17,1.82,1.88,1.8,1.8,1.8,9062400
2015/8/18,1.79,1.82,1.75,1.8,1.8,9751900
2015/8/19,1.8,1.81,1.76,1.8,1.8,7441200
2015/8/20,1.79,1.8,1.7,1.7,1.7,13745700
2015/8/21,1.68,1.8,1.68,1.78,1.78,12529500
2015/8/24,1.69,1.83,1.65,1.75,1.75,17217400
2015/8/25,1.82,1.82,1.66,1.66,1.66,12097700
2015/8/26,1.69,1.73,1.66,1.72,1.72,10715300
2015/8/27,1.74,1.84,1.74,1.78,1.78,11839300
2015/8/28,1.75,1.87,1.75,1.85,1.85,10924600
